Hospitals Name,Hospital Address,Pincode,website,City,Category,Founded,Number,Email,Other Email,Other Email.1,Verified_Emails,Secondary_Emails,Other contact,Other contact.1,Other contact.2,Other contact.3, , .1, .2, .3, .4,clean_phone,clean_email
Cloudnine Hospital - Old Airport Road,"115 Old airport road Opposite Kemp fort (Total Mall Bengaluru Karnataka 560017, 115, HAL Old Airport Rd, Nanja Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",560017,https://www.cloudninecare.com/,Karnataka, IVF Hospitals ,,099728 99728,info@cloudninecare.com,hr@cloudninecare.com,,,dramesh71@gmail.com,,,,,,,,,,,info@cloudninecare.com
Regenerative Center,"Pendar Galli, Durgad Bail, New Hubli, Hubli, Karnataka 580020",580020,https://www.drbhargav.com/,Karnataka, IVF Hospitals ,,092432 56399,last@ccrm.ca,reichenberger@uchc.edu,,,gargnavendu.ca@gmail.com,,,,,,,,,,,last@ccrm.ca
Manipal Hospitals - Old Airport Road Bangalore,"Manipal hospital, HAL Old Airport Rd, Kodihalli, Bengaluru, Karnataka 560071",560071,https://www.manipalhospitals.com/oldairportroad/,Karnataka, IVF Hospitals ,,1800 102 5555,info@manipalhospitals.com,,,,sadashivshet@gmail.com,8001025555,,,,,,,,,,info@manipalhospitals.com
Rainbow Children's Hospital,"Janardhan Towers, 178/1 & 178/2 Opposite, Bannerghatta Main Rd, Bilekahalli, Bengaluru, Karnataka 560076",560076,https://www.rainbowhospitals.in/,Karnataka, IVF Hospitals ,,1800 2122,info@rainbowhospitals.in,vaccination@rainbowhospitals.in,,,deepak22cs@gmail.com,8448799504,9676838787,8008543030,,,,,,,,info@rainbowhospitals.in
Cloudnine Hospital - Whitefield,"Nagarjuna Sai Signet , 2nd Floor, Plot no.11 Survey No. 88, Whitefield Main Rd, Bengaluru, Karnataka 560066",560066,https://www.cloudninecare.com/,Karnataka, IVF Hospitals ,,099728 99728,info@cloudninecare.com,hr@cloudninecare.com,,,roclakhanica@gmail.com,,,,,,,,,,,info@cloudninecare.com
Manipal Hospital,"Udyavara, Udupi, Karnataka 574118",574118,,Karnataka, IVF Hospitals ,,070570 20731,info@manipalhospitals.com,fficer@manipalhospitals.com,,,akayes123@gmail.com,8001025555,,,,,,,,,,info@manipalhospitals.com
Fortis Hospital Rajajinagar Bangalore - Karnataka,"111, West of Chord Road Opp Rajajinagar, 1st Block, Junction, Bengaluru, Karnataka 560086",560086,https://fortisbangalore.com/campaign/leading-multispeciality-hospital-rajajinagar-bangalore/,Karnataka, IVF Hospitals ,,076187 72262,care.bng@fortishealthcare.com,,,,ca.rkkalra@gmail.com,7618772262,9686860310,8884481414,9591035258,9663367253,8066214444,,,,,care.bng@fortishealthcare.com
Manipal Hospitals Information Centre,"Bharani Health Centre Opp. IMA Building, Near Microwave Station Bangarpet, Road, Kolar, Karnataka 563101",563101,https://www.manipalhospitals.com/,Karnataka, IVF Hospitals ,,098450 05876,info@manipalhospitals.com,,,,rameshag.ca@gmail.com,,,,,,,,,,,info@manipalhospitals.com
Rainbow Children’s Hospital,"Survey No.8/5, Marathahalli-KR Puram, Outer Ring Rd, Ferns City, Doddanekundi, Marathahalli, Bengaluru, Karnataka 560037",560037,https://www.rainbowhospitals.in/,Karnataka, IVF Hospitals ,,1800 2122,info@rainbowhospitals.in,vaccination@rainbowhospitals.in,,,cellarinvest@gmail.com,8448799504,9676838787,8008543030,,,,,,,,info@rainbowhospitals.in
Fortis Hospital,"14 Cunningham Road near Sigma Central Mall, Vasanth Nagar, Bengaluru, Karnataka 560052",560052,https://fortisbangalore.com/campaign/leading-multispeciality-hospital-cunningham-road-bangalore/,Karnataka, IVF Hospitals ,,096868 60310,care.bng@fortishealthcare.com,,,,csankitgandhi@gmail.com,9686860310,9663367253,8066214444,8884481414,7618772262,9591035258,,,,,care.bng@fortishealthcare.com
Planet women,"#139, 3rd cross, 3rd block, Ganesh temple street, Kammmanahalli, Bengaluru, Karnataka 560084",560084,http://www.planetwomen.in/,Karnataka, IVF Hospitals ,,080 4094 2364,,,,,sbaca1977@gmail.com,,,,,,,,,,,
Girish Kidney Care Centre,"KBN Complex, Main Rd, opp. Gold Hub, Station Bazar, Gulbarga, Karnataka 585102",585102,,Karnataka, Kidney Care Centres ,,092413 80486,,,,,aptegroup@gmail.com,919241380486,,,,,,,,,,
Mayya Kidney Care Centre,"#G1, G2, Revankar comforts, Travellers Bunglow Rd, Deshpande Nagar, Hubli, Karnataka 580029",580029,,Karnataka, Kidney Care Centres ,,0836 425 1888,hridaypalmedical@gmail.com,,,,sanjay918@gmail.com,,,,,,,,,,,hridaypalmedical@gmail.com
Kidney Care Centre,"Shop No: 30, 33rd Cross Rd, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka 560011",560011,https://www.freseniuskidneycare.com/,Karnataka, Kidney Care Centres ,,098862 99215,,,,,sachinag1981@gmail.com,,,,,,,,,,,
Kidney Care Centre,"69, 70, 71 I Cross, Green Garden, 2nd Main Gokul Road, 2nd Main Gokul Road, Hubli, Karnataka 580030",580030,https://www.freseniuskidneycare.com/,Karnataka, Kidney Care Centres ,,0836 223 6237,,,,,spmr1906@gmail.com,,,,,,,,,,,
Kidney Care Centre,"Meenakshi Chowk, Minaskhi Circle, opp. Sunil Pharma SURGICAL, Vijayapura, Karnataka 586101",586101,,Karnataka, Kidney Care Centres ,,097436 10610,info@kidneycarecentre.in,venkateshwar@dcdc.co.in,akd.ighdelhi@apexkidneycare.in,,sunilchandyca@gmail.com,9818235613,9999226531,9152036801,,,,,,,,info@kidneycarecentre.in
Rajajinagar Kidney Care hospital,"Rd No 6, 3rd Cross Rd, 1st R Block, Rajajinagar, Bengaluru, Karnataka 560010",560010,https://rajajinagar-kidney-care-hospital.business.site/,Karnataka, Kidney Care Centres ,,081055 20012,,,,,karoraca@gmail.com,,,,,,,,,,,
CG Kidney Care and Dialysis Centre,"Nandi Arcade, 1 st Floor, Opp. NEPS, Shankarapuram, B.H Road, Tumakuru, Karnataka 572102",572102,http://www.cgkidneycare.com/,Karnataka, Kidney Care Centres ,,0816 226 1699,,,,,mvdrgudipati@gmail.com,,,,,,,,,,,
Dharma Kidney Care,"NO.909, 47th Cross, Near BSNL Compound,, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",560041,,Karnataka, Kidney Care Centres ,,098804 87219,,,,,kkdlegal@gmail.com,09880487219,08026531199,9880487219,,,,,,,,
Kidney Care Centre & Laxmi Medical Centre,"Giriraja Annexe, Circuit House Road, Travellers Bunglow Road, Circuit house Rd, Hubli, Karnataka 580001",580001,,Karnataka, Kidney Care Centres ,,0836 223 6237,,,,,vcareccpl@gmail.com,,,,,,,,,,,
Anvitha Kidney Stone & Eye Care Centre,"G 205 , 10 th cross G block Sahakara Nagar Main road Sahakara Nagar, Bengaluru, Karnataka 560092",560092,,Karnataka, Kidney Care Centres ,,080 2362 4422,,,,,hyd.sudheer@gmail.com,9845005502,08023624422,,,,,,,,,
Banashankari Kidney Care & Lithotripsy Center,"Sri Manjunath Complex, 22nd Main Rd, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070",560070,,Karnataka, Kidney Care Centres ,,098449 30154,ssmc-ka@esic.in,,,,mohit.4ca@gmail.com,9449813421,9900817696,08023716916,,,,,,,,ssmc-ka@esic.in
Central Leprosorium,"1st Cross, Magadi Road, Magadi Road, near Binny Mill, Bengaluru, Karnataka 560023",560023,,Karnataka, Leprosy Hospitals ,,080 2335 0239,mail@ststephenshospital.org,info@rrmch.org,enquiry@rrmch,,amc4team@gmail.com,info@kstdc.co,,,,,,,,,,mail@ststephenshospital.org
Sankeshwar Mission Hospital,"Old P.B Road, Sankeshwar, Karnataka 591313",591313,http://www.sankeshwarmissionhospital.co.in/,Karnataka, Leprosy Hospitals ,,083332 73426,smhtrust@gmail.com,,,,taxationpoint@gmail.com,,,,,,,,,,,smhtrust@gmail.com
Columbia Asia Hospital Doddaballapur,"State Highway 9,Doddaballapur, Bashettihalli, Karnataka 561203",561203,http://www.columbiaindiahospitals.com/hospitals/doddaballapur/overview,Karnataka, Leprosy Hospitals ,,080666 06666,,,,,erclient@gmail.com,,,,,,,,,,,
Acts Health Centre & Hospital,"Priyanka Layout, Near Nagraj Complex, Anekal Taluk, Hoskur Post, Anekal Taluk, Bengaluru, Karnataka 560099",560099,,Karnataka, Leprosy Hospitals ,,080 6537 0153,itcell.hfwdwb@gmail.com,phi.hospitals@health.gov.au,,,goyalmkg@gmail.com,,,,,,,,,,,itcell.hfwdwb@gmail.com
Katherina Kasper Clinic,"16, Hutchins Rd, St Thomas Town, Cooke Town, Bengaluru, Karnataka 560005",560005,,Karnataka, Leprosy Hospitals ,,080 2546 6695,customercare@kasperclinic.com,,,,meghraj.cs@gmail.com,,,,,,,,,,,customercare@kasperclinic.com
Swami Vivekananda Integrated Rural Health Centre,"SH 3, Pavagada, Karnataka 572202",572202,https://www.vivekaseva.org/aboutus.html,Karnataka, Leprosy Hospitals ,,081362 44548,,,,,csvishalsoni@gmail.com,,,,,,,,,,,
Tlm Hospital,"Vengurla Road, Near-Axis Bank ATM, Hindalaga, Belgaum, Karnataka 591108",591108,,Karnataka, Leprosy Hospitals ,,0831 244 7751,shahdara@leprosymission.in,muzaffarpur@leprosymission.in,champa@leprosymission.in,,kapilnkjain@gmail.com,+91-9870220788,+91-9971001451,,,,,,,,,shahdara@leprosymission.in
R L Jalappa Hospital & Research Centre,"Tamaka, Karnataka 563103",563103,,Karnataka, Leprosy Hospitals ,,081522 43003,daspathology@gmail.com,info.rljk@narayanahealth.org,,,mahendra927@gmail.com,8152243003,,,,,,,,,,daspathology@gmail.com
SS SPARSH HOSPITAL,"8 Ideal Homes HBCS Layout, Javarandoddi, RR Nagar, Bengaluru, Karnataka 560098",560098,https://sssparsh-hospital.business.site/?utm_source=gmb&utm_medium=referral,Karnataka, Leprosy Hospitals ,,080676 66766,,,,,ca.bsandco@gmail.com,,,,,,,,,,,
Mallegowda District Hospital,"Vijaya Nagar, Chikmagalur, Karnataka 577101",577101,,Karnataka, Leprosy Hospitals ,,082622 38068,directorcimsoffice@gmail.com,dcckmir@gmail.com,deo.cmagalur@gmail.com,,suryo.udyog@gmail.com,,,,,,,,,,,directorcimsoffice@gmail.com
Chinmaya Mission Hospital,"1, 1, Chinmaya Mission Hospital Rd, Opp. Krishna Temple, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038",560038,http://www.chinmayamission.com/what-we-do/institutes/chinmaya-mission-hospital-chinmaya-mission-of-nursing/#.VGXzhyjm48k,Karnataka, Leprosy Hospitals ,,080 2528 0461,ccmt@chinmayamission.com,,,,sumitsiwal@gmail.com,+918025026100,9740061144,,,,,,,,,ccmt@chinmayamission.com
Bowring and Lady Curzon Hospital,"Lady Curzon Rd, Shivaji Nagar, Bengaluru, Karnataka 560001",560001,http://www.bmcri.org/bowring_hosp.html,Karnataka, Leprosy Hospitals ,,080 2559 1325,ladycurzonhospitals@gmail.com,bowringandladycurzonhospital@gmail.com,,,ca.pkdahiya@gmail.com,8431186388,9449621169,,,,,,,,,ladycurzonhospitals@gmail.com
Manjunatha Hospital,"DBM Rd, Chikkaballapur, Karnataka 562101",562101,,Karnataka, Leprosy Hospitals ,,081562 73110,manjunathhospital@gmail.com,srimanjunathahospital@yahoo.com,,,mohantysangram1982@gmail.com,+91-8022240305,9845528515,,,,,,,,,manjunathhospital@gmail.com
Victoria Hospital,"Fort Rd, near City Market, New Tharagupet, Bengaluru, Karnataka 560002",560002,http://bmcri.org/,Karnataka, Leprosy Hospitals ,,080 2670 1150,victoriahospitalbangalore@ymail.com,msvh1900@gmail.com,qvh.info@nhs.net,,sriefiling@gmail.com,csurgeonjabmp@mp.nic.in,physiotherapy@newvictoria.co.uk,,,,,,,,,victoriahospitalbangalore@ymail.com
Fortis Hospital,"154, 9, Bannerghatta Main Rd, Opposite IIM, Sahyadri Layout, Panduranga Nagar, Bengaluru, Karnataka 560076",560076,,Karnataka, Leprosy Hospitals ,,096633 67253,mailus@fortishealthcare.com,ajey.maharaj@fortishealthcare.com,contactus.escorts@fortishealthcare.com,,optroc@gmail.com,jane.doe@fortishealthcare.com,,,,,,,,,,mailus@fortishealthcare.com
Krishna Rajendra Hospital,"KR Hospital, Irwin Rd, Mysuru, Karnataka 570001",570001,https://www.mysoremedicalcollege.com/content/k-r-hospital,Karnataka, Leprosy Hospitals ,,0821 252 6202,hello@ecosia.org,,,,csprasadtakalkar@gmail.com,,,,,,,,,,,hello@ecosia.org
CSI Holdsworth Memorial Mission Hospital,"PB No 38, Sawday Rd, Mandi Mohalla, Mysuru, Karnataka 570017",570017,http://csihmh.com/contact-us,Karnataka, Leprosy Hospitals ,,0821 400 7000,info@csiholdsworthhospital.com,csihmh@bsnl.in,info@csihmh.com,,chordiyacompany@gmail.com,mission.hospital@vsnl.com,,,,,,,,,,info@csiholdsworthhospital.com
KLES Dr. Prabhakar Kore Hospital & M.R.C,"NH Service Road, Basava Circle, Chikodi, Nehru Nagar, Belgaum, Karnataka 590010",590010,http://www.klehospital.org/,Karnataka, Leprosy Hospitals ,,0831 247 3777,medicaldirector@klehospital.org,drbhatkal@gmail.com,,,sriefiling@gmail.com,8312473777,,,,,,,,,,medicaldirector@klehospital.org
Fortis Hospital,"Building No. 119, Survey No. 23, 80 Feet Main Rd, Nagarbhavi 2nd Stage, Krupa Layout, Bengaluru, Karnataka 560072",560072,https://fortisbangalore.com/campaign/leading-multispeciality-hospital-nagarbhavi-bangalore/,Karnataka, Leprosy Hospitals ,,095910 35258,care.bng@fortishealthcare.com,,,,vinaybhasinca2011@gmail.com,9591035258,9686860310,8884481414,7618772262,9663367253,8066214444,,,,,care.bng@fortishealthcare.com
"Aster CMI Hospital, Hebbal Bangalore","No. 43/2, New Airport Road, NH 44, Sahakar Nagar, Hebbal, Bengaluru, Karnataka 560092",560092,https://www.asterbangalore.com/aster-cmi-hebbal,Karnataka, Leprosy Hospitals ,,080 4342 0100,customercare.aster@asterhospital.com,,,,sanjiv.nigam@gmail.com,9656111666,,,,,,,,,,customercare.aster@asterhospital.com
kavita computers & it services.sedam road badepur colony gulbarga,"Sedam Rd, Rajapur, Gulbarga, Karnataka 585105",585105,http://www.kavitacomputers.com/,Karnataka, Leprosy Hospitals ,,084722 47955,,,,,ntjco123@gmail.com,,,,,,,,,,,
"Kasturba Hospital, Manipal","Udupi - Hebri Rd, Madhav Nagar, Manipal, Karnataka 576104",576104,http://www.khmanipal.com/,Karnataka, Leprosy Hospitals ,,0820 292 2761,office.kh@manipal.edu,krishnananda.prabhu@manipal.edu,info@kmchospitalsmangalore.com,,ca.mahendra@gmail.com,est.kmcmlr@manipal.edu,office.kmc@manipal.edu,sripathi.rao@manipal.edu,,,,,,,,office.kh@manipal.edu
District Hospital Chikkaballapur,"Chikkaballapur, Karnataka 562101",562101,https://chikkaballapur.nic.in/en/public-utility/district-hospital-chikkaballapur/,Karnataka, Leprosy Hospitals ,,081562 72388,,,,,muneyya@gmail.com,,,,,,,,,,,
Manipal Hospitals Jayanagar,"45/1, 45th Cross Rd, Kottapalya, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069",560069,https://www.manipalhospitals.com/jayanagar/,Karnataka, Leprosy Hospitals ,,080 4009 1000,info@manipalhospitals.com,,,,ajayajayco@gmail.com,8001025555,,,,,,,,,,info@manipalhospitals.com
Columbia Asia Referral Hospital Bangalore,"26/4, Brigade Gateway West West, beside Metro, Malleshwaram, Bengaluru, Karnataka 560055",560055,http://www.columbiaindiahospitals.com/hospitals/yeshwanthpur/overview,Karnataka, Leprosy Hospitals ,,080 6165 6262,jane.doe@columbiaasia.com,nlinehelp.sarjapur@columbiaindiahospitals.com,,,anilmandiratta@gmail.com,+918061656262,08030925454,08039898969,9898969080,8884054545,,,,,,jane.doe@columbiaasia.com
Father Muller Hospital,"Thumbay, Bantwal Taluk, Karnataka 574143",574143,http://fathermuller.edu.in/frmullerhospital/,Karnataka, Leprosy Hospitals ,,082552 32555,hrdepartment@fathermuller.in,muller@fathermuller.in,deanfmmc@fathermuller.in,,goa.sanjeev@gmail.com,9880829643,9481450880,7411800900,9482384790,alumnifmcon@fathermuller.in,,,,,,hrdepartment@fathermuller.in
"JSS Hospital, Mysore","Mahatma Gandhi Rd, Udayagir, Fort Mohalla, Mysuru, Karnataka 570004",570004,http://www.jsshospital.in/,Karnataka, Leprosy Hospitals ,,099804 43489,director@jsshospital.in,hbgowda@gmail.com,deputydirector@jsshospital.in,,deepaknarangassociates@gmail.com,ms@jsshospital.in,contact@jsshospital.in,jss@jssonline.org,ysravikumar@jssuni.edu.in,,,,,,,director@jsshospital.in
KMC Hospital Mangaluru ( Jyoti Circle),"KMC Hospital,Tower-2, opposite Jyothi Theatre, Balmatta, Mangalore, Karnataka 575019",575019,https://www.manipalhospitals.com/mangalore/,Karnataka, Leprosy Hospitals ,,1800 102 5555,info@manipalhospitals.com,,,,ksrccpl@gmail.com,,,,,,,,,,,info@manipalhospitals.com
Columbia Asia Hospital Sarjapur Road,"Survey no 45/2 ward Police Station Ward, No 150, Sarjapur Main Rd, opposite Iblur, Amblipura, PWD Quarters, Ambalipura, Bellandur, Bengaluru, Karnataka 560102",560102,http://www.columbiaindiahospitals.com/hospitals/sarjapur-road/overview,Karnataka, Leprosy Hospitals ,,080667 56565,info@manipalhospitals.com,,,,arunmishra30@gmail.com,,,,,,,,,,,info@manipalhospitals.com
Father Muller Hospital,"Father Muller's Rd, Kankanady, Mangalore, Karnataka 575002",575002,http://fathermuller.edu.in/frmullerhospital/,Karnataka, Leprosy Hospitals ,,0824 223 8000,hrdepartment@fathermuller.in,muller@fathermuller.in,deanfmmc@fathermuller.in,,sreekrishnakumarfcs@gmail.com,9880829643,9481450880,7411800900,9482384790,alumnifmcon@fathermuller.in,,,,,,hrdepartment@fathermuller.in
BGS Gleneagles Global Hospitals,"67, Uttarahalli Main Rd, Sunkalpalya, Bengaluru, Karnataka 560060",560060,https://bgsgleneaglesglobalhospitalbengaluru.com/,Karnataka, Leprosy Hospitals ,,080 2625 5555,,,,,kkpaul1@gmail.com,,,,,,,,,,,
Command Hospital Air Force,"Cambridge Rd, Cambridge Layout, Jogupalya, Bengaluru, Karnataka 560007",560007,http://www.chaf-b.org/,Karnataka, Leprosy Hospitals ,,080 2530 1215,-drsachind2@yahoo.co.in,principalchafbangalore@rediffmail.com,j-doe@domain.com,,pankajdhamne@gmail.com,9686664246,08025369030,,,,,,,,,-drsachind2@yahoo.co.in
Dhanvantri Skin Care Center,"M V Extenstion, Hoskote, Karnataka 560067",560067,,Karnataka, Leprosy Hospitals ,,091485 51660,dhanvantari.ayurveda@gmail.com,,,,cabansal01@gmail.com,08042781778,919148551660,08043694605,,,,,,,,dhanvantari.ayurveda@gmail.com
Fostr Healthcare Multi-Specialty Health Clinic,"12, Panathur Main Road, Outer Ring Rd, Munireddy Layout, Kadubeesanahalli, Marathahalli, Bengaluru, Karnataka 560087",560087,https://www.fostrhealthcare.com/,Karnataka, Leprosy Hospitals ,,080 4370 0979,info@fostrhealthcare.com,,,,toaneybhatia@gmail.com,7760676868,,,,,,,,,,info@fostrhealthcare.com
"Columbia Asia Hospital Hebbal, Bangalore","Kirloskar Business Park, Bellary Rd, Bengaluru, Karnataka 560024",560024,http://www.columbiaindiahospitals.com/hospitals/hebbal/overview,Karnataka, Leprosy Hospitals ,,080666 00666,faraz.ahmed@columbiaasia.com,,,,companytaxservices@gmail.com,+918066600666,7410037367,8080802665,08041791000,09900053081,09008098116,,,,,faraz.ahmed@columbiaasia.com
"Columbia Asia Hospital Whitefield, Bangalore","Survey No. 10P & 12P, Whitefield Main Rd, Varthur Kodi, Ramagondanahalli, Bengaluru, Karnataka 560066",560066,http://www.columbiaindiahospitals.com/hospitals/whitefield/overview,Karnataka, Leprosy Hospitals ,,080 6165 6666,info@manipalhospitals.com,,,,cs.mahindru@gmail.com,08061656666,+918061656666,,,,,,,,,info@manipalhospitals.com
"Bike Parking, JSS Hospital, Mysore","MG Road, Fort Mohalla, Mysuru, Karnataka 570004",570004,http://jsshospital.in/,Karnataka, Leprosy Hospitals ,,099804 43489,contact@jsshospital.in,,,,sreekrishnakumarfcs@gmail.com,9980443489,,,,,,,,,,contact@jsshospital.in
RASHMI SKIN CLINIC,"4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka 560041",560041,,Karnataka, Leprosy Hospitals ,,098453 33573,drrashmisskinclinic@gmail.com,-xxxxxi@kayaskinclinic.com,info.skinhairlaserclinic@gmail.com,,lawflo@gmail.com,+919833055236,info@drrashmishetty.com,,,,,,,,,drrashmisskinclinic@gmail.com
Patanjali Arogya Kendra,"Kelkar Building Near Mahatma Gandhi Chowk, Hosayellapur, Dharwad, Karnataka 580001",580001,http://www.divyayoga.com/,Karnataka, Leprosy Hospitals ,,090355 15979,feedback@patanjaliayurved.org,pgayurvedakendramazbat@gmail.com,,,imperial.kol08@gmail.com,8989040202,,,,,,,,,,feedback@patanjaliayurved.org
Velemegna Eye Hospital,"Velemegna Good News Society Hospital, Golekhana, Karnataka 585401",585401,http://velemegna.org/,Karnataka, Leprosy Hospitals ,,084822 30467,velemegnabidar@gmail.com,,,,nxtgen19@gmail.com,,,,,,,,,,,velemegnabidar@gmail.com
"Wanless mission hospital, Miraj","Gandhi, Chowk, Miraj - Malgaon Main Rd, near mission hospital, Miraj, Maharashtra 416410",416410,http://www.wanlesshospital.org/,Karnataka, Leprosy Hospitals ,,0233 222 3291,,,,,gupthamail@gmail.com,,,,,,,,,,,
Richardson Leprosy Hospital,"Sangli - Miraj Rd, Shivaji Nagar, Miraj, Maharashtra 416410",416410,https://tlmmiraj.in/,Karnataka, Leprosy Hospitals ,,0233 221 1213,miraj@leprosymission.in,,,,psharmaandco@gmail.com,,,,,,,,,,,miraj@leprosymission.in
Sumanahalli Leprosy Rehablitation Training Centre,"Vishwaneedam Post, Magadi Road, Vishwaneedam Post, Bengaluru, Karnataka 560091",560091,http://sumanahalli.net/,Karnataka, Leprosy Hospitals ,,091417 24124,karunashraya.bht@gmail.com,,,,poddar.sanjay@gmail.com,,,,,,,,,,,karunashraya.bht@gmail.com
Suvin Opticals,"A 2, Shidivi Complex, Near Onamma Temple, Bhavani Road, opp. Bhoonika Hospital, Bengaluru, Karnataka 560099",560099,,Karnataka, Leprosy Hospitals ,,095352 21343,,,,,sogasani1@gmail.com,,,,,,,,,,,
GoodBye Leprosy,"# 58, 4th Cross, Kavery Layout, Thavarekere Main Road,, Dhramaram College, Bengaluru, Karnataka 560029",560029,,Karnataka, Leprosy Hospitals ,,080 6012 2243,info@nlt.org.uk,info@healthfirstindia.org,,,swamyp49@gmail.com,,,,,,,,,,,info@nlt.org.uk
"Apollo Clinic - Best Clinic for General Physician, Gynaecologist, Paediatrics, ENT Specialist, Orthopaedics, Cardiologist, Dermatology, Physiotherapy Treatments in Indiranagar, Bangaluru","Plot # 2012,1st floor, Above vision express, 100 Feet Rd, next to Starbucks, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038",560038,,Karnataka, Leprosy Hospitals ,,084484 40978,,,,,ca.mehta.co@gmail.com,,,,,,,,,,,
